technique_id,is_subtechnique,technique,tactics,data_source,data_component,event_id,event_name,channel,audit_sub_category,log_source
T1546.002,True,Screensaver,privilege-escalation;persistence,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file modification,4670,Permissions on an object were changed.,Security,File System,Microsoft-Windows-Security-Auditing
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file modification,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file modification,2,A process changed a file creation time.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.002,True,Screensaver,privilege-escalation;persistence,file,file modification,11,FileCreate.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.002,True,Screensaver,privilege-escalation;persistence,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1546.002,True,Screensaver,privilege-escalation;persistence,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.002,True,Screensaver,privilege-escalation;persistence,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1546.002,True,Screensaver,privilege-escalation;persistence,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.002,True,Screensaver,privilege-escalation;persistence,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1546.001,True,Change Default File Association,privilege-escalation;persistence,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1546.001,True,Change Default File Association,privilege-escalation;persistence,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.001,True,Change Default File Association,privilege-escalation;persistence,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1546.001,True,Change Default File Association,privilege-escalation;persistence,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.001,True,Change Default File Association,privilege-escalation;persistence,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1546.001,True,Change Default File Association,privilege-escalation;persistence,windows registry,windows registry key modification,13,RegistryEvent (Value Set).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.001,True,Change Default File Association,privilege-escalation;persistence,windows registry,windows registry key modification,14,RegistryEvent (Key and Value Rename).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.001,True,Change Default File Association,privilege-escalation;persistence,windows registry,windows registry key modification,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1546.001,True,Change Default File Association,privilege-escalation;persistence,windows registry,windows registry key modification,4670,Permissions on an object were changed.,Security,Registry,Microsoft-Windows-Security-Auditing
T1546.001,True,Change Default File Association,privilege-escalation;persistence,windows registry,windows registry key modification,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1546.001,True,Change Default File Association,privilege-escalation;persistence,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1546.001,True,Change Default File Association,privilege-escalation;persistence,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1546.001,True,Change Default File Association,privilege-escalation;persistence,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1546.001,True,Change Default File Association,privilege-escalation;persistence,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key modification,13,RegistryEvent (Value Set).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key modification,14,RegistryEvent (Key and Value Rename).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key modification,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key modification,4670,Permissions on an object were changed.,Security,Registry,Microsoft-Windows-Security-Auditing
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key modification,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key creation,12,RegistryEvent (Object create and delete).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key creation,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,windows registry,windows registry key creation,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,file,file modification,4670,Permissions on an object were changed.,Security,File System,Microsoft-Windows-Security-Auditing
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,file,file modification,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,file,file modification,2,A process changed a file creation time.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,file,file modification,11,FileCreate.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1547.001,True,Registry Run Keys / Startup Folder,persistence;privilege-escalation,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,windows registry,windows registry key modification,13,RegistryEvent (Value Set).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,windows registry,windows registry key modification,14,RegistryEvent (Key and Value Rename).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,windows registry,windows registry key modification,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1218.002,True,Control Panel,defense-evasion,windows registry,windows registry key modification,4670,Permissions on an object were changed.,Security,Registry,Microsoft-Windows-Security-Auditing
T1218.002,True,Control Panel,defense-evasion,windows registry,windows registry key modification,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1218.002,True,Control Panel,defense-evasion,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.002,True,Control Panel,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,process,os api execution,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,process,os api execution,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.002,True,Control Panel,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.002,True,Control Panel,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.002,True,Control Panel,defense-evasion,module,module load,7,Image loaded.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.002,True,Control Panel,defense-evasion,module,module load,DeviceImageLoadEvents,DeviceImageLoadEvents,,,Microsoft Defender for Endpoint
T1218.010,True,Regsvr32,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.010,True,Regsvr32,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.010,True,Regsvr32,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5156,The Windows Filtering Platform has permitted a connection.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,3,Network connection.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,DeviceNetworkEvents,DeviceNetworkEvents,,,Microsoft Defender for Endpoint
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5157,The Windows Filtering Platform has blocked a connection.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5159,The Windows Filtering Platform has blocked a bind to a local port.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.010,True,Regsvr32,defense-evasion,network traffic,network connection creation,5158,The Windows Filtering Platform has permitted a bind to a local port.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,module,module load,7,Image loaded.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.010,True,Regsvr32,defense-evasion,module,module load,DeviceImageLoadEvents,DeviceImageLoadEvents,,,Microsoft Defender for Endpoint
T1218.010,True,Regsvr32,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.010,True,Regsvr32,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.010,True,Regsvr32,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.010,True,Regsvr32,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.010,True,Regsvr32,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.009,True,Regsvcs/Regasm,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.009,True,Regsvcs/Regasm,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.009,True,Regsvcs/Regasm,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.009,True,Regsvcs/Regasm,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.009,True,Regsvcs/Regasm,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.009,True,Regsvcs/Regasm,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.009,True,Regsvcs/Regasm,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.009,True,Regsvcs/Regasm,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.009,True,Regsvcs/Regasm,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.005,True,Mshta,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.005,True,Mshta,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.005,True,Mshta,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.005,True,Mshta,defense-evasion,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1218.005,True,Mshta,defense-evasion,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5156,The Windows Filtering Platform has permitted a connection.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,3,Network connection.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,DeviceNetworkEvents,DeviceNetworkEvents,,,Microsoft Defender for Endpoint
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5157,The Windows Filtering Platform has blocked a connection.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5159,The Windows Filtering Platform has blocked a bind to a local port.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.005,True,Mshta,defense-evasion,network traffic,network connection creation,5158,The Windows Filtering Platform has permitted a bind to a local port.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.005,True,Mshta,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.005,True,Mshta,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.005,True,Mshta,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.005,True,Mshta,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.004,True,InstallUtil,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.004,True,InstallUtil,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.004,True,InstallUtil,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.004,True,InstallUtil,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.004,True,InstallUtil,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.004,True,InstallUtil,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.004,True,InstallUtil,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.004,True,InstallUtil,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.004,True,InstallUtil,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.001,True,Compiled HTML File,defense-evasion,file,file creation,DeviceFileEvents,DeviceFileEvents,,,Microsoft Defender for Endpoint
T1218.001,True,Compiled HTML File,defense-evasion,file,file creation,4663,An attempt was made to access an object.,Security,File System,Microsoft-Windows-Security-Auditing
T1218.001,True,Compiled HTML File,defense-evasion,file,file creation,11,FileCreate,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.001,True,Compiled HTML File,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.001,True,Compiled HTML File,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.001,True,Compiled HTML File,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.001,True,Compiled HTML File,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.001,True,Compiled HTML File,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.001,True,Compiled HTML File,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.001,True,Compiled HTML File,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.001,True,Compiled HTML File,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.001,True,Compiled HTML File,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5156,The Windows Filtering Platform has permitted a connection.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,3,Network connection.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,DeviceNetworkEvents,DeviceNetworkEvents,,,Microsoft Defender for Endpoint
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5157,The Windows Filtering Platform has blocked a connection.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5159,The Windows Filtering Platform has blocked a bind to a local port.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.003,True,CMSTP,defense-evasion,network traffic,network connection creation,5158,The Windows Filtering Platform has permitted a bind to a local port.,Security,Filtering Platform Connection,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.003,True,CMSTP,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.003,True,CMSTP,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.003,True,CMSTP,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.003,True,CMSTP,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.003,True,CMSTP,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.003,True,CMSTP,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.003,True,CMSTP,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.011,True,Rundll32,defense-evasion,module,module load,7,Image loaded.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.011,True,Rundll32,defense-evasion,module,module load,DeviceImageLoadEvents,DeviceImageLoadEvents,,,Microsoft Defender for Endpoint
T1218.011,True,Rundll32,defense-evasion,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.011,True,Rundll32,defense-evasion,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.011,True,Rundll32,defense-evasion,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1218.011,True,Rundll32,defense-evasion,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.011,True,Rundll32,defense-evasion,process,process creation,DeviceEvents,DeviceEvents,,,Microsoft Defender for Endpoint
T1218.011,True,Rundll32,defense-evasion,command,command execution,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1218.011,True,Rundll32,defense-evasion,command,command execution,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1218.011,True,Rundll32,defense-evasion,command,command execution,4103,Module logging.,Microsoft-Windows-PowerShell/Operational,,Microsoft-Windows-PowerShell
T1218.011,True,Rundll32,defense-evasion,command,command execution,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key modification,13,RegistryEvent (Value Set).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key modification,14,RegistryEvent (Key and Value Rename).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key modification,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key modification,4670,Permissions on an object were changed.,Security,Registry,Microsoft-Windows-Security-Auditing
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key modification,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key creation,12,RegistryEvent (Object create and delete).,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key creation,DeviceRegistryEvents,DeviceRegistryEvents,,,Microsoft Defender for Endpoint
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,windows registry,windows registry key creation,4657,A registry value was modified.,Security,Registry,Microsoft-Windows-Security-Auditing
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,module,module load,7,Image loaded.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,module,module load,DeviceImageLoadEvents,DeviceImageLoadEvents,,,Microsoft Defender for Endpoint
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,process,process creation,4688,A new process has been created.,Security,Process Creation,Microsoft-Windows-Security-Auditing
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,process,process creation,1,Process Creation.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,process,process creation,DeviceProcessEvents,DeviceProcessEvents,,,Microsoft Defender for Endpoint
T1547,False,Boot or Logon Autostart Execution,persistence;privilege-escalation,process,process creation,8,CreateRemoteThread.,Microsoft-Windows-Sysmon/Operational,,Microsoft-Windows-Sysmon
