technique_id,technique,tactics,log_source,event_codes,channel_detail
T1071,Application Layer Protocol,command-and-control,NSM:Flow,,"http, dns, smb, ssl logs"
T1071,Application Layer Protocol,command-and-control,WinEventLog:Sysmon,3;22,
T1071.001,Web Protocols,command-and-control,NSM:Flow,,"http.log, ssl.log"
T1071.001,Web Protocols,command-and-control,WinEventLog:Sysmon,3;22,
T1071.002,File Transfer Protocols,command-and-control,NSM:Flow,,"ftp.log, smb_files.log"
T1071.002,File Transfer Protocols,command-and-control,WinEventLog:Sysmon,1,
T1071.002,File Transfer Protocols,command-and-control,WinEventLog:Sysmon,3;22,
T1071.003,Mail Protocols,command-and-control,NSM:Flow,,smtp.log
T1071.003,Mail Protocols,command-and-control,WinEventLog:Sysmon,1,
T1071.003,Mail Protocols,command-and-control,WinEventLog:Sysmon,3;22,
T1071.004,DNS,command-and-control,NSM:Flow,,dns.log
T1071.004,DNS,command-and-control,WinEventLog:Sysmon,3;22,
T1071.005,Publish/Subscribe Protocols,command-and-control,NSM:Flow,,mqtt.log / xmpp.log (custom log feeds)
T1071.005,Publish/Subscribe Protocols,command-and-control,WinEventLog:Sysmon,3;22,
T1072,Software Deployment Tools,execution;lateral-movement,WinEventLog:Application,,"SCCM, Intune logs"
T1072,Software Deployment Tools,execution;lateral-movement,WinEventLog:Security,4688,
T1074,Data Staged,collection,WinEventLog:Security,4663;4670;4656,
T1074,Data Staged,collection,WinEventLog:Sysmon,1,
T1074,Data Staged,collection,WinEventLog:Sysmon,11,
T1074.001,Local Data Staging,collection,WinEventLog:Security,4663;4670;4656,
T1074.001,Local Data Staging,collection,WinEventLog:Sysmon,1,
T1074.001,Local Data Staging,collection,WinEventLog:Sysmon,11,
T1074.002,Remote Data Staging,collection,WinEventLog:Microsoft-Windows-SMBClient/Security,31001,
T1074.002,Remote Data Staging,collection,WinEventLog:PowerShell,,CommandLine=copy-item or robocopy from UNC path
T1074.002,Remote Data Staging,collection,WinEventLog:Sysmon,11,
T1078,Valid Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Security,4624,
T1078,Valid Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Security,4776;4625,
T1078,Valid Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Sysmon,1,
T1078.001,Default Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Security,4624;4648,
T1078.002,Domain Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Security,4624;4625;4768;4769,
T1078.002,Domain Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Sysmon,1,
T1078.002,Domain Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Sysmon,3;22,
T1078.003,Local Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Security,4624;4648,
T1078.003,Local Accounts,stealth;persistence;privilege-escalation;initial-access,WinEventLog:Security,4672,
T1080,Taint Shared Content,lateral-movement,WinEventLog:Security,5145,
T1080,Taint Shared Content,lateral-movement,WinEventLog:Sysmon,11,
T1082,System Information Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1082,System Information Discovery,discovery,WinEventLog:Security,4688,
T1082,System Information Discovery,discovery,WinEventLog:Sysmon,1,
T1082,System Information Discovery,discovery,WinEventLog:Sysmon,13;14,
T1083,File and Directory Discovery,discovery,WinEventLog:Security,4688,
T1083,File and Directory Discovery,discovery,WinEventLog:Sysmon,11,
T1087,Account Discovery,discovery,WinEventLog:Security,4688,
T1087,Account Discovery,discovery,WinEventLog:Security,4798;4799,
T1087,Account Discovery,discovery,WinEventLog:Sysmon,1,
T1087.001,Local Account,discovery,WinEventLog:Sysmon,1,
T1087.002,Domain Account,discovery,NSM:Flow,,LDAP Bind/Search
T1087.002,Domain Account,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1087.002,Domain Account,discovery,WinEventLog:Sysmon,1,
T1087.003,Email Account,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1087.003,Email Account,discovery,WinEventLog:Sysmon,1,
T1090,Proxy,command-and-control,NSM:Connections,,Outbound Connection
T1090,Proxy,command-and-control,WinEventLog:Sysmon,1,
T1090,Proxy,command-and-control,WinEventLog:Sysmon,3;22,
T1090.001,Internal Proxy,command-and-control,WinEventLog:Sysmon,1,
T1090.001,Internal Proxy,command-and-control,WinEventLog:Sysmon,3;22,
T1090.001,Internal Proxy,command-and-control,Windows Firewall Log,,SMB over high port
T1090.002,External Proxy,command-and-control,WinEventLog:Microsoft-Windows-Windows Defender/Operational,,Unusual external domain access
T1090.002,External Proxy,command-and-control,WinEventLog:Sysmon,1,
T1090.002,External Proxy,command-and-control,WinEventLog:Sysmon,3;22,
T1090.003,Multi-hop Proxy,command-and-control,WinEventLog:Sysmon,1,
T1090.003,Multi-hop Proxy,command-and-control,WinEventLog:Sysmon,3;22,
T1090.003,Multi-hop Proxy,command-and-control,dns:query,,"Outbound resolution to hidden service domains (e.g., `.onion`)"
T1090.004,Domain Fronting,command-and-control,NSM:Connections,,TLS handshake + HTTP headers
T1090.004,Domain Fronting,command-and-control,WinEventLog:Sysmon,3;22,
T1091,Replication Through Removable Media,lateral-movement;initial-access,WinEventLog:Microsoft-Windows-Windows Defender/Operational,,Suspicious file execution on removable media path
T1091,Replication Through Removable Media,lateral-movement;initial-access,WinEventLog:Sysmon,1,
T1091,Replication Through Removable Media,lateral-movement;initial-access,WinEventLog:Sysmon,11,
T1091,Replication Through Removable Media,lateral-movement;initial-access,WinEventLog:System,1006,
T1092,Communication Through Removable Media,command-and-control,WinEventLog:Sysmon,1,
T1092,Communication Through Removable Media,command-and-control,WinEventLog:Sysmon,11,
T1092,Communication Through Removable Media,command-and-control,WinEventLog:System,1006,
T1095,Non-Application Layer Protocol,command-and-control,NSM:Flow,,"ICMP/UDP traffic (Wireshark, Suricata, Zeek)"
T1095,Non-Application Layer Protocol,command-and-control,WinEventLog:Sysmon,3;22,
T1098,Account Manipulation,persistence;privilege-escalation,WinEventLog:Security,4738;4728;4670,
T1098,Account Manipulation,persistence;privilege-escalation,WinEventLog:Sysmon,1,
T1098.002,Additional Email Delegate Permissions,persistence;privilege-escalation,WinEventLog:Security,4688,
T1098.002,Additional Email Delegate Permissions,persistence;privilege-escalation,m365:unified,,PowerShell: Add-MailboxPermission
T1098.005,Device Registration,persistence;privilege-escalation,ApplicationLog:Intune/MDM Logs,,"Enrollment events (e.g., MDMDeviceRegistration)"
T1098.005,Device Registration,persistence;privilege-escalation,WinEventLog:Security,,Device Object Creation
T1098.007,Additional Local or Domain Groups,persistence;privilege-escalation,WinEventLog:Security,4728;4729;4732;4733;4756;4757,
T1102,Web Service,command-and-control,NSM:Flow,,SSL/TLS Inspection or PCAP
T1102,Web Service,command-and-control,WinEventLog:Sysmon,3;22,
T1102.001,Dead Drop Resolver,command-and-control,WinEventLog:Sysmon,3;22,
T1102.001,Dead Drop Resolver,command-and-control,etw:Microsoft-Windows-NDIS-PacketCapture,,TLS Handshake/Network Flow
T1102.002,Bidirectional Communication,command-and-control,WinEventLog:Sysmon,1,
T1102.002,Bidirectional Communication,command-and-control,WinEventLog:Sysmon,3;22,
T1102.002,Bidirectional Communication,command-and-control,etw:Microsoft-Windows-WinINet,,HTTPS Inspection
T1102.003,One-Way Communication,command-and-control,WinEventLog:Sysmon,3;22,
T1102.003,One-Way Communication,command-and-control,etw:Microsoft-Windows-WinINet,,WinINet API telemetry
T1104,Multi-Stage Channels,command-and-control,WinEventLog:Sysmon,1,
T1104,Multi-Stage Channels,command-and-control,WinEventLog:Sysmon,3;22,
T1105,Ingress Tool Transfer,command-and-control,WinEventLog:Sysmon,1,
T1105,Ingress Tool Transfer,command-and-control,WinEventLog:Sysmon,11,
T1105,Ingress Tool Transfer,command-and-control,WinEventLog:Sysmon,3;22,
T1106,Native API,execution,WinEventLog:Sysmon,1,
T1106,Native API,execution,WinEventLog:Sysmon,10,
T1106,Native API,execution,WinEventLog:Sysmon,7,
T1110,Brute Force,credential-access,WinEventLog:Security,4776;4625,
T1110.001,Password Guessing,credential-access,WinEventLog:Security,4625,
T1110.002,Password Cracking,credential-access,WinEventLog:Security,4663;4670;4656,
T1110.002,Password Cracking,credential-access,WinEventLog:Sysmon,1,
T1110.002,Password Cracking,credential-access,WinEventLog:Sysmon,10,
T1110.002,Password Cracking,credential-access,WinEventLog:Sysmon,11,
T1110.003,Password Spraying,credential-access,WinEventLog:Security,4625;4771;4648,
T1110.004,Credential Stuffing,credential-access,WinEventLog:Security,4625,
T1111,Multi-Factor Authentication Interception,credential-access,WinEventLog:Security,4624;4648,
T1111,Multi-Factor Authentication Interception,credential-access,WinEventLog:Sysmon,10,
T1111,Multi-Factor Authentication Interception,credential-access,WinEventLog:Sysmon,13;14,
T1112,Modify Registry,defense-impairment;persistence,WinEventLog:Sysmon,1,
T1112,Modify Registry,defense-impairment;persistence,WinEventLog:Sysmon,13;14,
T1113,Screen Capture,collection,WinEventLog:Sysmon,1,
T1113,Screen Capture,collection,WinEventLog:Sysmon,7,
T1114,Email Collection,collection,WinEventLog:Application,,Exchange logs or header artifacts
T1114,Email Collection,collection,WinEventLog:PowerShell,4103;4104;4105;4106,
T1114,Email Collection,collection,WinEventLog:Security,5145,
T1114,Email Collection,collection,WinEventLog:Sysmon,3;22,
T1114.001,Local Email Collection,collection,WinEventLog:Security,4663;4670;4656,
T1114.001,Local Email Collection,collection,WinEventLog:Sysmon,1,
T1114.001,Local Email Collection,collection,WinEventLog:Sysmon,11,
T1114.001,Local Email Collection,collection,WinEventLog:Sysmon,3;22,
T1114.002,Remote Email Collection,collection,WinEventLog:PowerShell,4103;4104;4105;4106,
T1114.002,Remote Email Collection,collection,WinEventLog:Sysmon,3;22,
T1114.002,Remote Email Collection,collection,azure:signinlogs,,"Abnormal sign-in from scripting tools (PowerShell, AADInternals)"
T1114.002,Remote Email Collection,collection,m365:purview,,MailItemsAccessed & Exchange Audit
T1114.003,Email Forwarding Rule,collection,WinEventLog:PowerShell,4103;4104;4105;4106,
T1114.003,Email Forwarding Rule,collection,WinEventLog:Security,4688,
T1114.003,Email Forwarding Rule,collection,m365:exchange,,Cmdlet - New-InboxRule
T1115,Clipboard Data,collection,WinEventLog:Sysmon,1,
T1115,Clipboard Data,collection,WinEventLog:Sysmon,10,
T1119,Automated Collection,collection,WinEventLog:Sysmon,1,
T1119,Automated Collection,collection,WinEventLog:Sysmon,11,
T1120,Peripheral Device Discovery,discovery,WinEventLog:Security,4688,
T1120,Peripheral Device Discovery,discovery,WinEventLog:Sysmon,10,
T1123,Audio Capture,collection,WinEventLog:Security,4688,
T1123,Audio Capture,collection,WinEventLog:Sysmon,10,
T1123,Audio Capture,collection,WinEventLog:Sysmon,11,
T1124,System Time Discovery,discovery,EDR:Telemetry,,"Process lineage and API usage enrichment (GetSystemTime, GetTimeZoneInformation,"
T1124,System Time Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1124,System Time Discovery,discovery,WinEventLog:Security,4688,
T1124,System Time Discovery,discovery,WinEventLog:Sysmon,10,
T1124,System Time Discovery,discovery,WinEventLog:Sysmon,11,
T1124,System Time Discovery,discovery,WinEventLog:Sysmon,7,
T1124,System Time Discovery,discovery,WinEventLog:TaskScheduler,,Task registration/execution shortly after a time discovery event
T1124,System Time Discovery,discovery,WinEventLog:TaskScheduler,106,
T1124,System Time Discovery,discovery,etw:Microsoft-Windows-Kernel-Process,,High-frequency or suspicious sequence of QueryPerformanceCounter/GetTickCount AP
T1125,Video Capture,collection,WinEventLog:Microsoft-Windows-Windows Camera Frame Server/Operational,,Process session start/stop events for camera pipeline by unexpected executables
T1125,Video Capture,collection,WinEventLog:Security,4663;4670;4656,
T1125,Video Capture,collection,WinEventLog:Sysmon,1,
T1125,Video Capture,collection,WinEventLog:Sysmon,11,
T1125,Video Capture,collection,WinEventLog:Sysmon,3;22,
T1125,Video Capture,collection,WinEventLog:Sysmon,7,
T1127,Trusted Developer Utilities Proxy Execution,stealth;execution,WinEventLog:AppLocker,,AppLocker audit/blocks showing developer utilities executing scripts/binaries ou
T1127,Trusted Developer Utilities Proxy Execution,stealth;execution,WinEventLog:Security,4688,
T1127,Trusted Developer Utilities Proxy Execution,stealth;execution,WinEventLog:Sysmon,11,
T1127,Trusted Developer Utilities Proxy Execution,stealth;execution,WinEventLog:Sysmon,3;22,
T1127,Trusted Developer Utilities Proxy Execution,stealth;execution,WinEventLog:Sysmon,7,
T1127.001,MSBuild,stealth;execution,EDR:AMSI,,Malicious inline C#/script blobs embedded in MSBuild projects if intercepted by 
T1127.001,MSBuild,stealth;execution,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,Unsigned/invalid signature modules or images loaded by msbuild.exe or its childr
T1127.001,MSBuild,stealth;execution,WinEventLog:Security,4688,
T1127.001,MSBuild,stealth;execution,WinEventLog:Sysmon,10,
T1127.001,MSBuild,stealth;execution,WinEventLog:Sysmon,11,
T1127.001,MSBuild,stealth;execution,WinEventLog:Sysmon,3;22,
T1127.001,MSBuild,stealth;execution,WinEventLog:Sysmon,7,
T1127.001,MSBuild,stealth;execution,WinEventLog:Sysmon,8,
T1127.002,ClickOnce,stealth;execution,WinEventLog:Microsoft-Windows-Security-Mitigations/KernelMode,,ETW telemetry indicating ClickOnce deployment (dfsvc.exe) launching payloads
T1127.002,ClickOnce,stealth;execution,WinEventLog:Security,4688,
T1127.002,ClickOnce,stealth;execution,WinEventLog:Sysmon,7,
T1127.003,JamPlus,stealth;execution,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,Unsigned or untrusted modules loaded during JamPlus.exe runtime
T1127.003,JamPlus,stealth;execution,WinEventLog:Security,4688,
T1127.003,JamPlus,stealth;execution,WinEventLog:Sysmon,11,
T1127.003,JamPlus,stealth;execution,WinEventLog:Sysmon,3;22,
T1129,Shared Modules,execution,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,CodeIntegrity/WDAC events indicating unsigned/invalid DLL loads
T1129,Shared Modules,execution,WinEventLog:Security,4688,
T1129,Shared Modules,execution,WinEventLog:Sysmon,11,
T1129,Shared Modules,execution,WinEventLog:Sysmon,3;22,
T1129,Shared Modules,execution,WinEventLog:Sysmon,7,
T1132,Data Encoding,command-and-control,NSM:Flow,,"Unusual Base64-encoded content in URI, headers, or POST body"
T1132,Data Encoding,command-and-control,WinEventLog:Sysmon,1,
T1132,Data Encoding,command-and-control,WinEventLog:Sysmon,3;22,
T1132.001,Standard Encoding,command-and-control,M365Defender:DeviceNetworkEvents,,NetworkConnection: bytes_sent >> bytes_received anomaly
T1132.001,Standard Encoding,command-and-control,WinEventLog:PowerShell,4103;4104;4105;4106,
T1132.001,Standard Encoding,command-and-control,WinEventLog:Security,4688,
T1132.001,Standard Encoding,command-and-control,WinEventLog:Sysmon,3;22,
T1132.002,Non-Standard Encoding,command-and-control,WinEventLog:PowerShell,4103;4104;4105;4106,
T1132.002,Non-Standard Encoding,command-and-control,WinEventLog:Security,4688,
T1132.002,Non-Standard Encoding,command-and-control,WinEventLog:Sysmon,3;22,
T1132.002,Non-Standard Encoding,command-and-control,m365:defender,,"NetworkConnection: high out:in ratio, periodic beacons, protocol mismatch"
T1133,External Remote Services,persistence;initial-access,WinEventLog:Application,,"VPN, Citrix, or remote access gateway logs showing external IP addresses"
T1133,External Remote Services,persistence;initial-access,WinEventLog:Security,4776;4625,
T1133,External Remote Services,persistence;initial-access,WinEventLog:Sysmon,3;22,
T1134,Access Token Manipulation,stealth;privilege-escalation,ETW:Token,,token_analysis: API calls such as DuplicateTokenEx or ImpersonateLoggedOnUser
T1134,Access Token Manipulation,stealth;privilege-escalation,WinEventLog:Security,4672;4634,
T1134,Access Token Manipulation,stealth;privilege-escalation,WinEventLog:Security,5136,
T1134,Access Token Manipulation,stealth;privilege-escalation,WinEventLog:Sysmon,1,
T1134,Access Token Manipulation,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1134.001,Token Impersonation/Theft,stealth;privilege-escalation,ETW:Token,,"api_call: DuplicateTokenEx, ImpersonateLoggedOnUser, SetThreadToken"
T1134.001,Token Impersonation/Theft,stealth;privilege-escalation,WinEventLog:Security,4688,
T1134.001,Token Impersonation/Theft,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1134.002,Create Process with Token,stealth;privilege-escalation,ETW:ProcThread,,"api_call: CreateProcessWithTokenW, CreateProcessAsUserW"
T1134.002,Create Process with Token,stealth;privilege-escalation,WinEventLog:Security,4672;4634,
T1134.002,Create Process with Token,stealth;privilege-escalation,WinEventLog:Security,4688,
T1134.002,Create Process with Token,stealth;privilege-escalation,WinEventLog:Security,5136,
T1134.002,Create Process with Token,stealth;privilege-escalation,WinEventLog:Sysmon,10,
T1134.003,Make and Impersonate Token,stealth;privilege-escalation,WinEventLog:Security,4672,
T1134.003,Make and Impersonate Token,stealth;privilege-escalation,WinEventLog:Security,4688,
T1134.003,Make and Impersonate Token,stealth;privilege-escalation,etw:Microsoft-Windows-Security-Auditing,,"api_call: LogonUser(A|W), LsaLogonUser, SetThreadToken, ImpersonateLoggedOnUser"
T1134.004,Parent PID Spoofing,stealth;privilege-escalation,WinEventLog:Security,4688,
T1134.004,Parent PID Spoofing,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,api_call: UpdateProcThreadAttribute (PROC_THREAD_ATTRIBUTE_PARENT_PROCESS) and C
T1134.004,Parent PID Spoofing,stealth;privilege-escalation,etw:Microsoft-Windows-Kernel-Process,,process_start: EventHeader.ProcessId true parent vs reported PPID mismatch
T1134.005,SID-History Injection,stealth;privilege-escalation,WinEventLog:Security,4720;4738,
T1134.005,SID-History Injection,stealth;privilege-escalation,WinEventLog:Security,5136,
T1134.005,SID-History Injection,stealth;privilege-escalation,etw:Microsoft-Windows-Directory-Services-SAM,,api_call: Calls to DsAddSidHistory or related RPC operations
T1135,Network Share Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1135,Network Share Discovery,discovery,WinEventLog:Security,4688,
T1135,Network Share Discovery,discovery,WinEventLog:Sysmon,17,
T1135,Network Share Discovery,discovery,WinEventLog:Sysmon,3;22,
T1135,Network Share Discovery,discovery,etw:Microsoft-Windows-RPC,,rpc_call: srvsvc.NetShareEnum / NetShareEnumAll from non-admin or unusual proces
T1136,Create Account,persistence,WinEventLog:Security,4720,
T1136,Create Account,persistence,WinEventLog:Sysmon,1,
T1136.001,Local Account,persistence,WinEventLog:Security,4720,
T1136.001,Local Account,persistence,WinEventLog:Sysmon,1,
T1136.002,Domain Account,persistence,WinEventLog:Security,4720,
T1136.002,Domain Account,persistence,WinEventLog:Sysmon,1,
T1137,Office Application Startup,persistence,WinEventLog:Application,,"Outlook rule creation, form load, or homepage redirection"
T1137,Office Application Startup,persistence,WinEventLog:Sysmon,1,
T1137,Office Application Startup,persistence,WinEventLog:Sysmon,11,
T1137,Office Application Startup,persistence,WinEventLog:Sysmon,13;14,
T1137.001,Office Template Macros,persistence,WinEventLog:Microsoft-Office-Alerts,,Office application warning or alert on macro execution from template
T1137.001,Office Template Macros,persistence,WinEventLog:Sysmon,1,
T1137.001,Office Template Macros,persistence,WinEventLog:Sysmon,11,
T1137.001,Office Template Macros,persistence,WinEventLog:Sysmon,13;14,
T1137.001,Office Template Macros,persistence,WinEventLog:Sysmon,15,
T1137.002,Office Test,persistence,WinEventLog:Microsoft-Office-Alerts,,Unexpected DLL or component loaded at Office startup
T1137.002,Office Test,persistence,WinEventLog:Sysmon,1,
T1137.002,Office Test,persistence,WinEventLog:Sysmon,11,
T1137.002,Office Test,persistence,WinEventLog:Sysmon,13;14,
T1137.002,Office Test,persistence,WinEventLog:Sysmon,7,
T1137.003,Outlook Forms,persistence,WinEventLog:Application,,Outlook errors loading or processing custom form templates
T1137.003,Outlook Forms,persistence,WinEventLog:PowerShell,,Execution of Microsoft script to enumerate custom forms in Outlook mailbox
T1137.003,Outlook Forms,persistence,WinEventLog:Sysmon,1,
T1137.003,Outlook Forms,persistence,WinEventLog:Sysmon,7,
T1137.004,Outlook Home Page,persistence,WinEventLog:Application,,Outlook logs indicating failure to load or render HTML page in Home Page view
T1137.004,Outlook Home Page,persistence,WinEventLog:PowerShell,,Execution of PowerShell script to enumerate or remove malicious Home Page folder
T1137.004,Outlook Home Page,persistence,WinEventLog:Sysmon,1,
T1137.004,Outlook Home Page,persistence,WinEventLog:Sysmon,7,
T1137.005,Outlook Rules,persistence,WinEventLog:Application,,Outlook rule execution failure or abnormal rule execution context
T1137.005,Outlook Rules,persistence,WinEventLog:PowerShell,,PowerShell launched from outlook.exe or triggered without user invocation
T1137.005,Outlook Rules,persistence,WinEventLog:Sysmon,1,
T1137.005,Outlook Rules,persistence,WinEventLog:Sysmon,7,
T1137.006,Add-ins,persistence,WinEventLog:Sysmon,1,
T1137.006,Add-ins,persistence,WinEventLog:Sysmon,11,
T1137.006,Add-ins,persistence,WinEventLog:Sysmon,13;14,
T1137.006,Add-ins,persistence,WinEventLog:Sysmon,2,
T1140,Deobfuscate/Decode Files or Information,stealth,WinEventLog:Sysmon,1,
T1140,Deobfuscate/Decode Files or Information,stealth,WinEventLog:Sysmon,10,
T1140,Deobfuscate/Decode Files or Information,stealth,WinEventLog:Sysmon,11,
T1176,Software Extensions,persistence,WinEventLog:Security,4688,
T1176,Software Extensions,persistence,WinEventLog:Sysmon,11,
T1176,Software Extensions,persistence,WinEventLog:Sysmon,13;14,
T1176,Software Extensions,persistence,WinEventLog:Sysmon,3;22,
T1176.001,Browser Extensions,persistence,WinEventLog:Security,4688,
T1176.001,Browser Extensions,persistence,WinEventLog:Sysmon,11,
T1176.001,Browser Extensions,persistence,WinEventLog:Sysmon,13;14,
T1176.001,Browser Extensions,persistence,WinEventLog:Sysmon,3;22,
T1176.002,IDE Extensions,persistence,WinEventLog:Security,4688,
T1176.002,IDE Extensions,persistence,WinEventLog:Sysmon,11,
T1176.002,IDE Extensions,persistence,WinEventLog:Sysmon,3;22,
T1185,Browser Session Hijacking,collection,WinEventLog:Security,4624;4648,
T1185,Browser Session Hijacking,collection,WinEventLog:Security,4672,
T1185,Browser Session Hijacking,collection,WinEventLog:Security,4673,
T1185,Browser Session Hijacking,collection,WinEventLog:Sysmon,10,
T1185,Browser Session Hijacking,collection,WinEventLog:Sysmon,3;22,
T1185,Browser Session Hijacking,collection,WinEventLog:Sysmon,7,
T1185,Browser Session Hijacking,collection,WinEventLog:Sysmon,8,
T1187,Forced Authentication,credential-access,NSM:Flow,,HTTP/WebDAV requests that contain NTLMSSP or PROPFIND/MOVE/OPTIONS with Authoriz
T1187,Forced Authentication,credential-access,NSM:Flow,,"Outbound connections to TCP 139,445 and HTTP/HTTPS to WebDAV endpoints from work"
T1187,Forced Authentication,credential-access,WinEventLog:Security,4663;4670;4656,
T1187,Forced Authentication,credential-access,WinEventLog:Sysmon,11,
T1189,Drive-by Compromise,initial-access,NSM:Flow,,"http.request: HTTP requests and responses for specific script resources, unexpec"
T1189,Drive-by Compromise,initial-access,WinEventLog:Application,,"Browser or plugin/application logs showing script errors, plugin enumerations, o"
T1189,Drive-by Compromise,initial-access,WinEventLog:Security,4624;4648,
T1189,Drive-by Compromise,initial-access,WinEventLog:Security,4688,
T1189,Drive-by Compromise,initial-access,WinEventLog:Sysmon,11,
T1189,Drive-by Compromise,initial-access,WinEventLog:Sysmon,3;22,
T1189,Drive-by Compromise,initial-access,etw:Microsoft-Windows-Kernel-Process,,Memory Modification / Unmapped module load or suspicious RWX allocations in the 
T1190,Exploit Public-Facing Application,initial-access,ApplicationLog:IIS,,"IIS W3C logs in C:\inetpub\logs\LogFiles\W3SVC* (spikes in 5xx, RCE/SQLi/path tr"
T1190,Exploit Public-Facing Application,initial-access,WinEventLog:Sysmon,1,
T1190,Exploit Public-Facing Application,initial-access,WinEventLog:Sysmon,3;22,
T1190,Exploit Public-Facing Application,initial-access,WinEventLog:Sysmon,7,
T1195,Supply Chain Compromise,initial-access,NSM:Flow,,First-time egress from host after new install to unknown update endpoints
T1195,Supply Chain Compromise,initial-access,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,CodeIntegrity reports 'Invalid image hash' or 'Unsigned image' for new/updated b
T1195,Supply Chain Compromise,initial-access,WinEventLog:Sysmon,1,
T1195,Supply Chain Compromise,initial-access,WinEventLog:Sysmon,11,
T1195,Supply Chain Compromise,initial-access,WinEventLog:Sysmon,7,
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,NSM:Flow,,First-time outbound connections to package registries or unknown hosts immediate
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,Invalid/Unsigned image when developer tool launches newly installed binaries
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,WinEventLog:Sysmon,1,
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,WinEventLog:Sysmon,11,
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,WinEventLog:Sysmon,13;14,
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,WinEventLog:Sysmon,7,
T1195.002,Compromise Software Supply Chain,initial-access,NSM:Flow,,First-time egress to non-approved update hosts right after install/update
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,Unsigned or invalid image for newly installed/updated binaries
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Sysmon,1,
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Sysmon,11,
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Sysmon,13;14,
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Sysmon,3;22,
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Sysmon,6,
T1195.002,Compromise Software Supply Chain,initial-access,WinEventLog:Sysmon,7,
T1195.003,Compromise Hardware Supply Chain,initial-access,WinEventLog:Microsoft-Windows-CodeIntegrity/Operational,,Code integrity violations in boot-start drivers or firmware
T1195.003,Compromise Hardware Supply Chain,initial-access,WinEventLog:Security,1166;7045,
T1195.003,Compromise Hardware Supply Chain,initial-access,WinEventLog:Sysmon,10,
T1195.003,Compromise Hardware Supply Chain,initial-access,WinEventLog:Sysmon,6,
T1195.003,Compromise Hardware Supply Chain,initial-access,WinEventLog:Sysmon,7,
T1197,BITS Jobs,stealth;persistence;execution,WinEventLog:PowerShell,4103;4104;4105;4106,
T1197,BITS Jobs,stealth;persistence;execution,WinEventLog:Security,4688,
T1197,BITS Jobs,stealth;persistence;execution,WinEventLog:Sysmon,3;22,
T1197,BITS Jobs,stealth;persistence;execution,WinEventLog:System,7036,
T1199,Trusted Relationship,initial-access,WinEventLog:Security,4624;4648,
T1199,Trusted Relationship,initial-access,WinEventLog:Security,4663;4670;4656,
T1199,Trusted Relationship,initial-access,WinEventLog:Security,4776;4771;4770,
T1199,Trusted Relationship,initial-access,WinEventLog:Sysmon,3;22,
T1200,Hardware Additions,initial-access,WinEventLog:Security,6416,
T1200,Hardware Additions,initial-access,WinEventLog:Sysmon,1,
T1200,Hardware Additions,initial-access,WinEventLog:Sysmon,11,
T1200,Hardware Additions,initial-access,WinEventLog:Sysmon,3;22,
T1200,Hardware Additions,initial-access,WinEventLog:Sysmon,6,
T1200,Hardware Additions,initial-access,WinEventLog:Sysmon,7,
T1200,Hardware Additions,initial-access,WinEventLog:System,,"Kernel-PnP 410/400 device install, disk added"
T1200,Hardware Additions,initial-access,wineventlog:dhcp,,DHCP Lease Granted
T1201,Password Policy Discovery,discovery,WinEventLog:PowerShell,4103;4104;4105;4106,
T1201,Password Policy Discovery,discovery,WinEventLog:Security,4662,
T1201,Password Policy Discovery,discovery,WinEventLog:Sysmon,1,
